"Full commodity code","Formatted commodity code","PLS","Duty","Notes","Description"
"2933493000","2933 49 30","80","0.00%","","Dextromethorphan (INN) and its salts"
"2933499000","2933 49 90","80","0.00%","","Other"
"2933520000","","10","","","Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure"
"2933520000","2933 52","80","0.00%","","Malonylurea (barbituric acid) and its salts"
"2933530000","2933 53","80","","","Allobarbital (INN); amobarbital (INN); barbital (INN); butalbital (INN); butobarbital; cyclobarbital (INN); methylphenobarbital (INN); pentobarbital (INN); phenobarbital (INN); secbutabarbital (INN); secobarbital (INN) and vinylbital (INN); salts thereof"
"2933531000","2933 53 10","80","0.00%","","Phenobarbital (INN); barbital (INN); and their salts"
"2933539000","2933 53 90","80","0.00%","","Other"
"2933540000","2933 54","80","0.00%","","Other derivatives of malonylurea (barbituric acid); salts thereof"
"2933550000","2933 55","80","0.00%","","Loprazolam (INN); mecloqualone (INN); methaqualone (INN) and zipeprol (INN); salts thereof"
"2933590000","2933 59","80","","","Other"
"2933591000","2933 59 10","80","0.00%","","Diazinon (ISO)"
"2933592000","2933 59 20","80","0.00%","","1;4-Diazabicyclo[2.2.2]octane (triethylenediamine)"
"2933599500","2933 59 95","80","0.00%","","Other"
"2933610000","","10","","","Compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure"
"2933610000","2933 61","80","0.00%","","Melamine"
"2933690000","2933 69","80","","","Other"
"2933691000","2933 69 10","80","0.00%","","Atrazine (ISO); propazine (ISO); simazine (ISO); hexahydro-1;3;5-trinitro-1;3;5-triazine (hexogen; trimethylenetrinitramine)"
"2933694000","2933 69 40","80","0.00%","","Methenamine (INN) (hexamethylenetetramine); 2;6-di-tert-butyl-4-[4;6-bis(octylthio)-1;3;5-triazin-2-ylamino]phenol"
"2933698000","2933 69 80","80","0.00%","","Other"
"2933710000","","10","","","Lactams"
"2933710000","2933 71","80","0.00%","","6-Hexanelactam (epsilon-caprolactam)"
"2933720000","2933 72","80","0.00%","","Clobazam (INN) and methyprylon (INN)"
"2933790000","2933 79","80","0.00%","","Other lactams"
"2933910000","","10","","","Other"
"2933910000","2933 91","80","","","Alprazolam (INN); camazepam (INN); chlordiazepoxide (INN); clonazepam (INN); clorazepate; delorazepam (INN); diazepam (INN); estazolam (INN); ethyl loflazepate (INN); fludiazepam (INN); flunitrazepam (INN); flurazepam (INN); halazepam (INN); lorazepam (INN); lormetazepam (INN); mazindol (INN); medazepam (INN); midazolam (INN); nimetazepam (INN); nitrazepam (INN); nordazepam (INN); oxazepam (INN); pinazepam (INN); prazepam (INN); pyrovalerone (INN); temazepam (INN); tetrazepam (INN) and triazolam (INN); salts thereof"
"2933911000","2933 91 10","80","0.00%","","Chlordiazepoxide (INN)"
"2933919000","2933 91 90","80","0.00%","","Other"
"2933920000","2933 92","80","0.00%","","Azinphos-methyl (ISO)"
"2933990000","2933 99","80","","","Other"
"2933992000","2933 99 20","80","0.00%","","Indole; 3-methylindole (skatole); 6-allyl-6;7-dihydro-5H-dibenz[c;e]azepine (azapetine); phenindamine (INN) and their salts; imipramine hydrochloride (INNM)"
"2933995000","2933 99 50","80","0.00%","","2;4-Di-tert-butyl-6-(5-chlorobenzotriazol-2-yl)phenol"
"2933998000","2933 99 80","80","0.00%","","Other"
"2934000000","2934","80","","","Nucleic acids and their salts; whether or not chemically defined; other heterocyclic compounds"
"2934100000","2934 10","80","0.00%","","Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure"
"2934200000","2934 20","80","","","Compounds containing in the structure a benzothiazole ring-system (whether or not hydrogenated); not further fused"
"2934202000","2934 20 20","80","0.00%","","Di(benzothiazol-2-yl)disulphide; benzothiazole-2-thiol (mercaptobenzothiazole) and its salts"
"2934208000","2934 20 80","80","0.00%","","Other"
"2934300000","2934 30","80","","","Compounds containing in the structure a phenothiazine ring-system (whether or not hydrogenated); not further fused"
"2934301000","2934 30 10","80","0.00%","","Thiethylperazine (INN); thioridazine (INN) and its salts"
"2934309000","2934 30 90","80","0.00%","","Other"
"2934910000","","10","","","Other"
"2934910000","2934 91","80","0.00%","","Aminorex (INN); brotizolam (INN); clotiazepam (INN); cloxazolam (INN); dextromoramide (INN); haloxazolam (INN); ketazolam (INN); mesocarb (INN); oxazolam (INN); pemoline (INN); phendimetrazine (INN); phenmetrazine (INN) and sufentanil (INN); salts thereof"
"2934990000","2934 99","80","","","Other"
"2934996000","2934 99 60","80","0.00%","","Chlorprothixene (INN); thenalidine (INN) and its tartrates and maleates; furazolidone (INN); 7-aminocephalosporanic acid; salts and esters of (6R;7R)-3-acetoxymethyl-7-[(R)-2-formyloxy-2-phenylacetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 1-[2-(1;3-dioxan-2-yl)ethyl]-2-methylpyridinium bromide"
"2934999000","2934 99 90","80","0.00%","","Other"
"2935000000","2935","80","","","Sulphonamides"
"2935100000","2935 10","80","0.00%","","N-Methylperfluorooctane sulphonamide"
"2935200000","2935 20","80","0.00%","","N-Ethylperfluorooctane sulphonamide"
"2935300000","2935 30","80","0.00%","","N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide"
"2935400000","2935 40","80","0.00%","","N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide"
"2935500000","2935 50","80","0.00%","","Other perfluorooctane sulphonamides"
"2935900000","2935 90","80","","","Other"
"2935903000","2935 90 30","80","0.00%","","3-{1-[7-(Hexadecylsulphonylamino)-1H-indole-3-yl]-3-oxo-1H;3H-naphtho[1;8-cd]pyran-1-yl}-N;N-dimethyl-1H-indole-7-sulphonamide; metosulam (ISO)"
"2935909000","2935 90 90","80","0.00%","","Other"
"2936000000","","10","","","XI. PROVITAMINS; VITAMINS AND HORMONES"
"2936000000","2936","80","","","Provitamins and vitamins; natural or reproduced by synthesis (including natural concentrates); derivatives thereof used primarily as vitamins; and intermixtures of the foregoing; whether or not in any solvent"
"2936210000","","10","","","Vitamins and their derivatives; unmixed"
"2936210000","2936 21","80","0.00%","","Vitamins A and their derivatives"
"2936220000","2936 22","80","0.00%","","Vitamin B<w:vertAlign w:val='subscript'/>1 and its derivatives"
"2936230000","2936 23","80","0.00%","","Vitamin B<w:vertAlign w:val='subscript'/>2 and its derivatives"
"2936240000","2936 24","80","0.00%","","D- or DL-Pantothenic acid (vitamin B<w:vertAlign w:val='subscript'/>3 or vitamin B<w:vertAlign w:val='subscript'/>5) and its derivatives"
"2936250000","2936 25","80","0.00%","","Vitamin B<w:vertAlign w:val='subscript'/>6 and its derivatives"
"2936260000","2936 26","80","0.00%","","Vitamin B<w:vertAlign w:val='subscript'/>1<w:vertAlign w:val='subscript'/>2 and its derivatives"
"2936270000","2936 27","80","0.00%","","Vitamin C and its derivatives"
"2936280000","2936 28","80","0.00%","","Vitamin E and its derivatives"
"2936290000","2936 29","80","0.00%","","Other vitamins and their derivatives"
"2936900000","2936 90","80","0.00%","","Other; including natural concentrates"
"2937000000","2937","80","","","Hormones; prostaglandins; thromboxanes and leukotrienes; natural or reproduced by synthesis; derivatives and structural analogues thereof; including chain modified polypeptides; used primarily as hormones"
"2937110000","","10","","","Polypeptide hormones; protein hormones and glycoprotein hormones; their derivatives and structural analogues"
"2937110000","2937 11","80","0.00%","","Somatotropin; its derivatives and structural analogues"
"2937120000","2937 12","80","0.00%","","Insulin and its salts"
"2937190000","2937 19","80","0.00%","","Other"
"2937210000","","10","","","Steroidal hormones; their derivatives and structural analogues"
"2937210000","2937 21","80","0.00%","","Cortisone; hydrocortisone; prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)"
"2937220000","2937 22","80","0.00%","","Halogenated derivatives of corticosteroidal hormones"
"2937230000","2937 23","80","0.00%","","Oestrogens and progestogens"
"2937290000","2937 29","80","0.00%","","Other"
"2937500000","2937 50","80","0.00%","","Prostaglandins; thromboxanes and leukotrienes; their derivatives and structural analogues"
"2937900000","2937 90","80","0.00%","","Other"
"2938000000","","10","","","XII. GLYCOSIDES AND ALKALOIDS; NATURAL OR REPRODUCED BY SYNTHESIS; AND THEIR SALTS; ETHERS; ESTERS AND OTHER DERIVATIVES"
"2938000000","2938","80","","","Glycosides; natural or reproduced by synthesis; and their salts; ethers; esters and other derivatives"
"2938100000","2938 10","80","0.00%","","Rutoside (rutin) and its derivatives"
"2938900000","2938 90","80","","","Other"
"2938901000","2938 90 10","80","0.00%","","Digitalis glycosides"
"2938903000","2938 90 30","80","0.00%","","Glycyrrhizic acid and glycyrrhizates"
"2938909000","2938 90 90","80","0.00%","","Other"
"2939000000","2939","80","","","Alkaloids; natural or reproduced by synthesis; and their salts; ethers; esters and other derivatives"
"2939110000","","10","","","Alkaloids of opium and their derivatives; salts thereof"
"2939110000","2939 11","80","0.00%","","Concentrates of poppy straw; buprenorphine (INN); codeine; dihydrocodeine (INN); ethylmorphine; etorphine (INN); heroin; hydrocodone (INN); hydromorphone (INN); morphine; nicomorphine (INN); oxycodone (INN); oxymorphone (INN); pholcodine (INN); thebacon (INN) and thebaine; salts thereof"
"2939190000","2939 19","80","0.00%","","Other"
"2939200000","2939 20","80","0.00%","","Alkaloids of cinchona and their derivatives; salts thereof"
"2939300000","2939 30","80","0.00%","","Caffeine and its salts"
"2939410000","","10","","","Ephedrines and their salts"
"2939410000","2939 41","80","0.00%","","Ephedrine and its salts"
"2939420000","2939 42","80","0.00%","","Pseudoephedrine (INN) and its salts"
"2939430000","2939 43","80","0.00%","","Cathine (INN) and its salts"
"2939440000","2939 44","80","0.00%","","Norephedrine and its salts"
"2939490000","2939 49","80","0.00%","","Other"
"2939510000","","10","","","Theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof"
"2939510000","2939 51","80","0.00%","","Fenetylline (INN) and its salts"
"2939590000","2939 59","80","0.00%","","Other"
"2939610000","","10","","","Alkaloids of rye ergot and their derivatives; salts thereof"
"2939610000","2939 61","80","0.00%","","Ergometrine (INN) and its salts"
"2939620000","2939 62","80","0.00%","","Ergotamine (INN) and its salts"
"2939630000","2939 63","80","0.00%","","Lysergic acid and its salts"
"2939690000","2939 69","80","0.00%","","Other"
"2939710000","","10","","","Other; of vegetal origin"
"2939710000","2939 71","80","0.00%","","Cocaine; ecgonine; levometamfetamine; metamfetamine (INN); metamfetamine racemate; salts; esters and other derivatives thereof"
"2939790000","2939 79","80","","","Other"
"2939791000","2939 79 10","80","0.00%","","Nicotine and its salts; ethers; esters and other derivatives thereof"
"2939799000","2939 79 90","80","0.00%","","Other"
"2939800000","2939 80","80","0.00%","","Other"
"2940000000","","10","","","XIII. OTHER ORGANIC COMPOUNDS"
"2940000000","2940","80","0.00%","","Sugars; chemically pure; other than sucrose; lactose; maltose; glucose and fructose; sugar ethers; sugar acetals and sugar esters; and their salts; other than products of heading 2937; 2938 or 2939"
"2941000000","2941","80","","","Antibiotics"
"2941100000","2941 10","80","0.00%","","Penicillins and their derivatives with a penicillanic acid structure; salts thereof"
"2941200000","2941 20","80","","","Streptomycins and their derivatives; salts thereof"
"2941203000","2941 20 30","80","0.00%","","Dihydrostreptomycin; its salts; esters and hydrates"
"2941208000","2941 20 80","80","0.00%","","Other"
"2941300000","2941 30","80","0.00%","","Tetracyclines and their derivatives; salts thereof"
"2941400000","2941 40","80","0.00%","","Chloramphenicol and its derivatives; salts thereof"
"2941500000","2941 50","80","0.00%","","Erythromycin and its derivatives; salts thereof"
"2941900000","2941 90","80","0.00%","","Other"
"2942000000","2942","80","0.00%","","Other organic compounds"
"3000000000","3000","80","","","PHARMACEUTICAL PRODUCTS"
"3001000000","3001","80","","","Glands and other organs for organo-therapeutic uses; dried; whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses; not elsewhere specified or included"
"3001200000","3001 20","80","","","Extracts of glands or other organs or of their secretions"
"3001201000","3001 20 10","80","0.00%","","Of human origin"
"3001209000","3001 20 90","80","0.00%","","Other"
"3001900000","3001 90","80","","","Other"
"3001902000","3001 90 20","80","0.00%","","Of human origin"
"3001909100","","10","","","Other"
"3001909100","3001 90 91","80","0.00%","","Heparin and its salts"
"3001909800","3001 90 98","80","0.00%","","Other"
"3002000000","3002","80","","","Human blood; animal blood prepared for therapeutic; prophylactic or diagnostic uses; antisera; other blood fractions and immunological products; whether or not modified or obtained by means of biotechnological processes; vaccines; toxins; cultures of micro-organisms (excluding yeasts) and similar products"
"3002110000","","10","","","Antisera; other blood fractions and immunological products; whether or not modified or obtained by means of biotechnological processes"
"3002110000","3002 11","80","0.00%","","Malaria diagnostic test kits"
"3002120000","3002 12","80","0.00%","","Antisera and other blood fractions"
"3002130000","3002 13","80","0.00%","","Immunological products; unmixed; not put up in measured doses or in forms or packings for retail sale"
"3002140000","3002 14","80","0.00%","","Immunological products; mixed; not put up in measured doses or in forms or packings for retail sale"
"3002150000","3002 15","80","0.00%","","Immunological products; put up in measured doses or in forms or packings for retail sale"
"3002190000","3002 19","80","0.00%","","Other"
"3002200000","3002 20","80","0.00%","","Vaccines for human medicine"
"3002300000","3002 30","80","0.00%","","Vaccines for veterinary medicine"
"3002900000","3002 90","80","","","Other"
"3002901000","3002 90 10","80","0.00%","","Human blood"
"3002903000","3002 90 30","80","0.00%","","Animal blood prepared for therapeutic; prophylactic or diagnostic uses"
"3002905000","3002 90 50","80","0.00%","","Cultures of micro-organisms"
"3002909000","3002 90 90","80","0.00%","","Other"
"3003000000","3003","80","","","Medicaments (excluding goods of heading 3002; 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses; not put up in measured doses or in forms or packings for retail sale"
"3003100000","3003 10","80","0.00%","","Containing penicillins or derivatives thereof; with a penicillanic acid structure; or streptomycins or their derivatives"
"3003200000","3003 20","80","0.00%","","Other; containing antibiotics"
"3003310000","","10","","","Other; containing hormones or other products of heading 2937"
"3003310000","3003 31","80","0.00%","","Containing insulin"
"3003390000","3003 39","80","0.00%","","Other"
"3003410000","","10","","","Other; containing alkaloids or derivatives thereof"
"3003410000","3003 41","80","0.00%","","Containing ephedrine or its salts"
"3003420000","3003 42","80","0.00%","","Containing pseudoephedrine (INN) or its salts"
"3003430000","3003 43","80","0.00%","","Containing norephedrine or its salts"
"3003490000","3003 49","80","0.00%","","Other"
"3003600000","3003 60","80","0.00%","","Other; containing antimalarial active principles described in Subheading Note 2 to this Chapter"
"3003900000","3003 90","80","0.00%","","Other"
"3004000000","3004","80","","","Medicaments (excluding goods of heading 3002; 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses; put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale"
