HS8 (numeric),Description,General framework , General framework Country exclusions,Enhanced framework ,Least developed countries framework ,Transitional Protection Scheme ,,,,,,,,
2072680,FRESH OR CHILLED CUTS OF TURKEYS OF THE SPECIES DOMESTICUS WITH BONE IN (EXCL. HALVES OR QUARTERS WHOLE WINGS WITH OR WITHOUT TIPS BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS BREASTS LEGS AND CUTS THEREOF),,,,0%,0%,,,,,,,,
2072691,FRESH OR CHILLED EDIBLE LIVERS OF TURKEYS OF THE SPECIES DOMESTICUS,,,,0%,0%,,,,,,,,
2072699,FRESH OR CHILLED EDIBLE OFFAL OF TURKEYS OF THE SPECIES DOMESTICUS (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2072710,FROZEN BONELESS CUTS OF TURKEYS OF THE SPECIES DOMESTICUS,,,,0%,0%,,,,,,,,
2072720,FROZEN HALVES AND QUARTERS OF TURKEYS OF THE SPECIES DOMESTICUS,,,,0%,0%,,,,,,,,
2072730,FROZEN WHOLE WINGS WITH OR WITHOUT TIPS OF TURKEYS OF THE SPECIES DOMESTICUS,,,,0%,0%,,,,,,,,
2072740,FROZEN BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS OF TURKEYS OF THE SPECIES DOMESTICUS,,,,0%,0%,,,,,,,,
2072750,FROZEN BREASTS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS WITH BONE IN,,,,0%,0%,,,,,,,,
2072760,FROZEN DRUMSTICKS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS WITH BONE IN,,,,0%,0%,,,,,,,,
2072770,FROZEN LEGS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS WITH BONE IN (EXCL. DRUMSTICKS),,,,0%,0%,,,,,,,,
2072780,FROZEN CUTS OF TURKEYS OF THE SPECIES DOMESTICUS WITH BONE IN (EXCL. HALVES OR QUARTERS WHOLE WINGS WITH OR WITHOUT TIPS BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS BREASTS LEGS AND CUTS THEREOF),,,,0%,0%,,,,,,,,
2072791,FROZEN EDIBLE LIVERS OF TURKEYS OF THE SPECIES DOMESTICUS,0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2072799,FROZEN EDIBLE OFFAL OF TURKEYS OF THE SPECIES DOMESTICUS (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2074120,"FRESH OR CHILLED DOMESTIC DUCKS NOT CUT IN PIECES PLUCKED BLED GUTTED BUT NOT DRAWN WITH HEADS AND FEET ""85 % DUCKS""",,,,0%,0%,,,,,,,,
2074130,"FRESH OR CHILLED DOMESTIC DUCKS NOT CUT IN PIECES PLUCKED AND DRAWN WITHOUT HEADS AND FEET BUT WITH NECKS HEARTS LIVERS AND GIZZARD ""70 % DUCKS""",,,,0%,0%,,,,,,,,
2074180,"FRESH OR CHILLED DOMESTIC DUCKS NOT CUT IN PIECES PLUCKED AND DRAWN WITHOUT HEADS AND FEET AND WITHOUT NECKS HEARTS LIVERS AND GIZZARDS ""63 % DUCKS"" OR OTHERWISE PRESENTED",,,,0%,0%,,,,,,,,
2074230,"FROZEN DOMESTIC DUCKS NOT CUT IN PIECES PLUCKED AND DRAWN WITHOUT HEADS AND FEET BUT WITH NECKS HEARTS LIVERS AND GIZZARDS ""70 % DUCKS""",,,,0%,0%,,,,,,,,
2074280,"FROZEN DOMESTIC DUCKS NOT CUT IN PIECES PLUCKED AND DRAWN WITHOUT HEADS AND FEET AND WITHOUT NECKS HEARTS LIVERS AND GIZZARDS ""63 % DUCKS"" OR OTHERWISE PRESENTED",,,,0%,0%,,,,,,,,
2074300,FATTY LIVERS OF DOMESTIC DUCKS FRESH OR CHILLED,,,,0%,0%,,,,,,,,
2074410,FRESH OR CHILLED CUTS OF DOMESTIC DUCKS BONELESS,,,,0%,0%,,,,,,,,
2074421,FRESH OR CHILLED HALVES OR QUARTERS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074431,FRESH OR CHILLED WHOLE WINGS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074441,FRESH OR CHILLED BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074451,FRESH OR CHILLED BREASTS AND CUTS THEREOF OF DOMESTIC DUCKS WITH BONE IN,,,,0%,0%,,,,,,,,
2074461,FRESH OR CHILLED LEGS AND CUTS THEREOF OF DOMESTIC DUCKS WITH BONE IN,,,,0%,0%,,,,,,,,
2074471,FRESH OR CHILLED PALETOTS OF DOMESTIC DUCKS WITH BONE IN,,,,0%,0%,,,,,,,,
2074481,FRESH OR CHILLED CUTS OF DOMESTIC DUCKS WITH BONE IN N.E.S.,,,,0%,0%,,,,,,,,
2074491,FRESH OR CHILLED LIVERS OF DOMESTIC DUCKS (EXCL. FATTY),,,,0%,0%,,,,,,,,
2074499,FRESH OR CHILLED EDIBLE OFFAL OF DOMESTIC DUCKS (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2074510,FROZEN CUTS OF DOMESTIC DUCKS BONELESS,,,,0%,0%,,,,,,,,
2074521,FROZEN HALVES OR QUARTERS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074531,FROZEN WHOLE WINGS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074541,FROZEN  BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074551,FROZEN BREASTS AND CUTS THEREOF OF DOMESTIC DUCKS WITH BONE IN,,,,0%,0%,,,,,,,,
2074561,FROZEN LEGS AND CUTS THEREOF OF DOMESTIC DUCKS WITH BONE IN,,,,0%,0%,,,,,,,,
2074571,FROZEN PALETOTS OF DOMESTIC DUCKS WITH BONE IN,,,,0%,0%,,,,,,,,
2074581,FROZEN CUTS OF DOMESTIC DUCKS WITH BONE IN N.E.S.,,,,0%,0%,,,,,,,,
2074593,FROZEN FATTY LIVERS OF DOMESTIC DUCKS,,,,0%,0%,,,,,,,,
2074595,FROZEN LIVERS OF DOMESTIC DUCKS (EXCL. FATTY),0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2074599,FROZEN EDIBLE OFFAL OF DOMESTIC DUCKS (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2075110,"FRESH OR CHILLED DOMESTIC GEESE NOT CUT IN PIECES PLUCKED BLED NOT DRAWN WITH HEADS AND FEET ""82 % GEESE""",,,,0%,0%,,,,,,,,
2075190,"FRESH OR CHILLED DOMESTIC GEESE NOT CUT IN PIECES PLUCKED AND DRAWN WITHOUT HEADS AND FEET WITH OR WITHOUT HEARTS AND GIZZARDS ""75 % GEESE"" OR OTHERWISE PRESENTED",,,,0%,0%,,,,,,,,
2075210,"FROZEN DOMESTIC GEESE NOT CUT IN PIECES PLUCKED BLED NOT DRAWN WITH HEADS AND FEET ""82 % GEESE""",,,,0%,0%,,,,,,,,
2075290,"FROZEN DOMESTIC GEESE NOT CUT IN PIECES PLUCKED AND DRAWN WITHOUT HEADS AND FEET WITH OR WITHOUT HEARTS AND GIZZARDS ""75 % GEESE"" OR OTHERWISE PRESENTED",,,,0%,0%,,,,,,,,
2075300,FATTY LIVERS OF DOMESTIC GEESE FRESH OR CHILLED,,,,0%,0%,,,,,,,,
2075410,FRESH OR CHILLED CUTS OF DOMESTIC GEESE BONELESS,,,,0%,0%,,,,,,,,
2075421,FRESH OR CHILLED HALVES OR QUARTERS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075431,FRESH OR CHILLED WHOLE WINGS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075441,FRESH OR CHILLED BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075451,FRESH OR CHILLED BREASTS AND CUTS THEREOF OF DOMESTIC GEESE WITH BONE IN,,,,0%,0%,,,,,,,,
2075461,FRESH OR CHILLED LEGS AND CUTS THEREOF OF DOMESTIC GEESE WITH BONE IN,,,,0%,0%,,,,,,,,
2075471,FRESH OR CHILLED PALETOTS OF DOMESTIC GEESE WITH BONE IN,,,,0%,0%,,,,,,,,
2075481,FRESH OR CHILLED CUTS OF DOMESTIC GEESE WITH BONE IN N.E.S.,,,,0%,0%,,,,,,,,
2075491,FRESH OR CHILLED LIVERS OF DOMESTIC GEESE (EXCL. FATTY),,,,0%,0%,,,,,,,,
2075499,FRESH OR CHILLED EDIBLE OFFAL OF DOMESTIC GEESE (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2075510,FROZEN CUTS OF DOMESTIC GEESE BONELESS,,,,0%,0%,,,,,,,,
2075521,FROZEN HALVES OR QUARTERS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075531,FROZEN WHOLE WINGS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075541,FROZEN  BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075551,FROZEN BREASTS AND CUTS THEREOF OF DOMESTIC GEESE WITH BONE IN,,,,0%,0%,,,,,,,,
2075561,FROZEN LEGS AND CUTS THEREOF OF DOMESTIC GEESE WITH BONE IN,,,,0%,0%,,,,,,,,
2075571,FROZEN PALETOTS OF DOMESTIC GEESE WITH BONE IN,,,,0%,0%,,,,,,,,
2075581,FROZEN CUTS OF DOMESTIC GEESE WITH BONE IN N.E.S.,,,,0%,0%,,,,,,,,
2075593,FROZEN FATTY LIVERS OF DOMESTIC GEESE,,,,0%,0%,,,,,,,,
2075595,FROZEN LIVERS OF DOMESTIC GEESE (EXCL. FATTY),0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2075599,FROZEN EDIBLE OFFAL OF DOMESTIC GEESE (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2076005,FRESH CHILLED OR FROZEN DOMESTIC GUINEA FOWLS NOT CUT IN PIECES,,,,0%,0%,,,,,,,,
2076010,FRESH CHILLED OR FROZEN CUTS OF DOMESTIC GUINEA FOWLS BONELESS,,,,0%,0%,,,,,,,,
2076021,FRESH CHILLED OR FROZEN HALVES OR QUARTERS OF DOMESTIC GUINEA FOWLS,,,,0%,0%,,,,,,,,
2076031,FRESH CHILLED OR FROZEN WHOLE WINGS OF DOMESTIC GUINEA FOWLS,,,,0%,0%,,,,,,,,
2076041,FRESH CHILLED OR FROZEN BACKS NECKS BACKS WITH NECKS ATTACHED RUMPS AND WING-TIPS OF DOMESTIC GUINEA FOWLS,,,,0%,0%,,,,,,,,
2076051,FRESH CHILLED OR FROZEN BREASTS AND CUTS THEREOF OF DOMESTIC GUINEA FOWLS WITH BONE IN,,,,0%,0%,,,,,,,,
2076061,FRESH CHILLED OR FROZEN LEGS AND CUTS THEREOF OF DOMESTIC GUINEA FOWLS WITH BONE IN,,,,0%,0%,,,,,,,,
2076081,FRESH CHILLED OR FROZEN CUTS OF DOMESTIC GUINEA FOWLS WITH BONE IN N.E.S.,,,,0%,0%,,,,,,,,
2076091,FRESH CHILLED OR FROZEN LIVERS OF DOMESTIC GUINEA FOWLS,0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2076099,FRESH CHILLED OR FROZEN EDIBLE OFFAL OF DOMESTIC GUINEA FOWLS (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2081010,FRESH CHILLED OR FROZEN MEAT AND EDIBLE MEAT OFFAL OF DOMESTIC RABBITS(2008-2500),,,,0%,0%,,,,,,,,
2081090,FRESH CHILLED OR FROZEN MEAT AND EDIBLE OFFAL OF NON-DOMESTIC RABBITS AND HARES,,,,0%,0%,,,,,,,,
2083000,FRESH CHILLED OR FROZEN MEAT AND EDIBLE OFFAL OF PRIMATES,,,0.0%,0%,0%,,,,,,,,
2084010,FRESH CHILLED OR FROZEN WHALES MEAT,,,0.0%,0%,0%,,,,,,,,
2084020,FRESH CHILLED OR FROZEN SEAL MEAT,,,,0%,0%,,,,,,,,
2084080,"FRESH CHILLED OR FROZEN MEAT AND EDIBLE OFFAL OF WHALES DOLPHINS AND PORPOISES ""MAMMALS OF THE ORDER CETACEA"" OF MANATEES AND DUGONGS ""MAMMALS OF THE ORDER SIRENIA"" AND OF SEALS SEA LIONS AND WALRUSES ""MAMMALS OF THE SUBORDER PINNIPEDIA"" (EXCL. WHALE AND SEAL MEAT)",,,0.0%,0%,0%,,,,,,,,
2085000,"FRESH CHILLED OR FROZEN MEAT AND EDIBLE OFFAL OF REPTILES ""E.G. SNAKES TURTLES CROCODILES""",,,,0%,0%,,,,,,,,
2086000,FRESH CHILLED OR FROZEN MEAT AND EDIBLE OFFAL OF CAMELS AND OTHER CAMELIDS {CAMELIDAE},,,,0%,0%,,,,,,,,
2089010,FRESH CHILLED OR FROZEN DOMESTIC PIGEON MEAT AND EDIBLE OFFAL,,,,0%,0%,,,,,,,,
2089030,FRESH CHILLED OR FROZEN MEAT AND EDIBLE MEAT OFFAL OF GAME (EXCL. RABBITS HARES AND PIGS)(2008-2500),,,,0%,0%,,,,,,,,
2089060,FRESH CHILLED OR FROZEN REINDEER MEAT AND EDIBLE OFFAL THEREOF,,,0.0%,0%,0%,,,,,,,,
2089070,FRESH CHILLED OR FROZEN FROGS' LEGS,0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2089098,FRESH CHILLED OR FROZEN MEAT AND EDIBLE OFFAL (EXCL. BOVINE ANIMALS SWINE SHEEP GOATS HORSES ASSES MULES HINNIES POULTRY RABBITS HARES PRIMATES WHALES DOLPHINS AND PORPOISES {MAMMALS OF THE ORDER CETACEA} MANATEES AND DUGONGS {MAMMALS OF THE ORDER SIRENIA} SEALS SEA LIONS AND WALRUSES {MAMMALS OF THE SUBORDER PINNIPEDIA} REPTILES PIGEONS GAME REINDEER AND FROGS' LEGS),,,0.0%,0%,0%,,,,,,,,
2091011,SUBCUTANEOUS PIG FAT FREE OF LEAN MEAT NOT RENDERED OR OTHERWISE EXTRACTED FRESH CHILLED FROZEN SALTED OR IN BRINE,,,,0%,0%,,,,,,,,
2091019,SUBCUTANEOUS PIG FAT FREE OF LEAN MEAT NOT RENDERED OR OTHERWISE EXTRACTED DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2091090,PIG FAT FREE OF LEAN MEAT NOT RENDERED OR OTHERWISE EXTRACTED FRESH CHILLED FROZEN SALTED IN BRINE DRIED OR SMOKED (EXCL. SUBCUTANEOUS),,,,0%,0%,,,,,,,,
2099000,POULTRY FAT NOT RENDERED OR OTHERWISE EXTRACTED FRESH CHILLED FROZEN SALTED IN BRINE DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2101111,DOMESTIC SWINE HAMS AND CUTS THEREOF SALTED OR IN BRINE WITH BONE IN,,,,0%,0%,,,,,,,,
2101119,DOMESTIC SWINE SHOULDERS AND CUTS THEREOF SALTED OR IN BRINE WITH BONE IN,,,,0%,0%,,,,,,,,
2101131,DOMESTIC SWINE HAMS AND CUTS THEREOF DRIED OR SMOKED WITH BONE IN,,,,0%,0%,,,,,,,,
2101139,DOMESTIC SWINE SHOULDERS AND CUTS THEREOF DRIED OR SMOKED WITH BONE IN,,,,0%,0%,,,,,,,,
2101190,HAMS SHOULDERS AND CUTS THEREOF OF NON-DOMESTIC SWINE SALTED IN BRINE DRIED OR SMOKED WITH BONE IN,,,,0%,0%,,,,,,,,
2101211,"BELLIES ""STREAKY"" AND CUTS THEREOF OF DOMESTIC SWINE SALTED OR IN BRINE",,,,0%,0%,,,,,,,,
2101219,"BELLIES ""STREAKY"" AND CUTS THEREOF OF DOMESTIC SWINE DRIED OR SMOKED",,,,0%,0%,,,,,,,,
2101290,"BELLIES ""STREAKY"" AND CUTS THEREOF OF NON-DOMESTIC SWINE SALTED IN BRINE DRIED OR SMOKED",,,,0%,0%,,,,,,,,
2101910,BACON SIDES OR SPENCERS OF DOMESTIC SWINE SALTED OR IN BRINE,,,,0%,0%,,,,,,,,
2101920,THREE-QUARTER-SIDES OR MIDDLES OF DOMESTIC SWINE SALTED OR IN BRINE,,,,0%,0%,,,,,,,,
2101930,FORE-ENDS AND CUTS THEREOF OF DOMESTIC SWINE SALTED OR IN BRINE,,,,0%,0%,,,,,,,,
2101940,LOINS AND CUTS THEREOF OF DOMESTIC SWINE SALTED OR IN BRINE,,,,0%,0%,,,,,,,,
2101950,MEAT OF DOMESTIC SWINE SALTED OR IN BRINE (EXCL. HAMS SHOULDERS AND CUTS THEREOF BELLIES AND CUTS THEREOF BACON SIDES OR SPENCERS THREE-QUARTER SIDES OR MIDDLES AND FORE-ENDS LOINS AND CUTS THEREOF),,,,0%,0%,,,,,,,,
2101960,DOMESTIC SWINE FORE-ENDS AND CUTS THEREOF DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2101970,DOMESTIC SWINE LOINS AND CUTS THEREOF DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2101981,DRIED OR SMOKED BONELESS DOMESTIC SWINE MEAT (EXCL. BELLIES AND CUTS THEREOF),,,,0%,0%,,,,,,,,
2101989,DRIED OR SMOKED DOMESTIC SWINE MEAT WITH BONE IN (EXCL. HAMS SHOULDERS AND CUTS THEREOF BELLIES AND CUTS THEREOF AND FORE-ENDS LOINS AND CUTS THEREOF),,,,0%,0%,,,,,,,,
2101990,MEAT OF NON-DOMESTIC SWINE SALTED IN BRINE DRIED OR SMOKED (EXCL. HAMS SHOULDERS AND CUTS THEREOF WITH BONE IN AND BELLIES AND CUTS THEREOF),,,,0%,0%,,,,,,,,
2102010,MEAT OF BOVINE ANIMALS SALTED IN BRINE DRIED OR SMOKED WITH BONE IN,,,,0%,0%,,,,,,,,
2102090,BONELESS MEAT OF BOVINE ANIMALS SALTED IN BRINE DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2109100,MEAT AND EDIBLE OFFAL SALTED IN BRINE DRIED OR SMOKED AND EDIBLE FLOURS AND MEALS OF MEAT AND MEAT OFFAL OF PRIMATES,,,,0%,0%,,,,,,,,
2109210,MEAT AND EDIBLE OFFAL SALTED IN BRINE DRIED OR SMOKED AND EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL OF WHALES DOLPHINS AND PORPOISES (MAMMALS OF THE ORDER CETACEA) AND MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA),,,,0%,0%,,,,,,,,
2109291,MEAT SALTED IN BRINE DRIED OR SMOKED OF SEALS SEA LIONS AND WALRUSES (MAMMALS OF THE SUBORDER PINNIPEDIA),,,,0%,0%,,,,,,,,
2109292,EDIBLE OFFAL SALTED IN BRINE DRIED OR SMOKED OF SEALS SEA LIONS AND WALRUSES (MAMMALS OF THE SUBORDER PINNIPEDIA),0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2109299,EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL OF SEALS SEA LIONS AND WALRUSES (MAMMALS OF THE SUBORDER PINNIPEDIA),,,,0%,0%,,,,,,,,
2109300,"MEAT AND EDIBLE OFFAL SALTED IN BRINE DRIED OR SMOKED AND EDIBLE FLOURS AND MEALS OF MEAT AND MEAT OFFAL OF REPTILES ""E.G. SNAKES TURTLES ALLIGATORS""",,,,0%,0%,,,,,,,,
2109910,HORSEMEAT SALTED IN BRINE OR DRIED,0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2109921,MEAT OF SHEEP AND GOATS SALTED IN BRINE DRIED OR SMOKED WITH BONE IN,,,,0%,0%,,,,,,,,
2109929,BONELESS MEAT OF SHEEP AND GOATS SALTED IN BRINE DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2109931,REINDEER MEAT SALTED IN BRINE DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2109939,"MEAT SALTED IN BRINE DRIED OR SMOKED (EXCL. OF SWINE BOVINE ANIMALS REINDEER SHEEP OR GOATS PRIMATES WHALES DOLPHINS AND PORPOISES ""MAMMALS OF THE ORDER CETACEA"" MANATEES AND DUGONGS ""MAMMALS OF THE ORDER SIRENIA"" SEALS SEA LIONS AND WALRUSES REPTILES AND MEAT SALTED IN BRINE OR DRIED OF HORSES)(2012-2500)",,,,0%,0%,,,,,,,,
2109941,EDIBLE DOMESTIC SWINE LIVERS SALTED IN BRINE DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2109949,EDIBLE DOMESTIC SWINE OFFAL SALTED IN BRINE DRIED OR SMOKED (EXCL. LIVERS),,,,0%,0%,,,,,,,,
2109951,EDIBLE THICK SKIRT AND THIN SKIRT OF BOVINE ANIMALS SALTED IN BRINE DRIED OR SMOKED,,,,0%,0%,,,,,,,,
2109959,EDIBLE OFFAL OF BOVINE ANIMALS SALTED IN BRINE DRIED OR SMOKED (EXCL. THICK SKIRT AND THIN SKIRT),3.3%,Indonesia,0.0%,0%,0%,,,,,,,,
2109971,EDIBLE FATTY GOOSE OR DUCK LIVERS SALTED OR IN BRINE,,,,0%,0%,,,,,,,,
2109979,EDIBLE POULTRY LIVER SALTED IN BRINE DRIED OR SMOKED (EXCL. FATTY GOOSE OR DUCK LIVERS),,,,0%,0%,,,,,,,,
2109985,"EDIBLE OFFAL SALTED IN BRINE DRIED OR SMOKED (EXCL. OF DOMESTIC SWINE BOVINE ANIMALS PRIMATES WHALES DOLPHINS AND PORPOISES ""MAMMALS OF THE ORDER CETACEA"" MANATEES AND DUGONGS ""MAMMALS OF THE ORDER SIRENIA"" SEALS SEA LIONS AND WALRUSES REPTILES AND POULTRY LIVER)",0.0%,Indonesia,0.0%,0%,0%,,,,,,,,
2109990,"EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL (EXCL. OF PRIMATES WHALES DOLPHINS AND PORPOISES ""MAMMALS OF THE ORDER CETACEA"" MANATEES AND DUGONGS ""MAMMALS OF THE ORDER SIRENIA"" SEALS SEA LIONS AND WALRUSES AND REPTILES)(2012-2500)",,,,0%,0%,,,,,,,,
3011100,LIVE ORNAMENTAL FRESHWATER FISH,0.0%,,0.0%,0%,0%,,,,,,,,
3011900,LIVE ORNAMENTAL FISH (EXCL. FRESHWATER),0.0%,,0.0%,0%,0%,,,,,,,,
3019110,"LIVE TROUT ""ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER""",0.0%,,0.0%,0%,0%,,,,,,,,
3019190,"LIVE TROUT ""SALMO TRUTTA ONCORHYNCHUS MYKISS ONCORHYNCHUS CLARKI ONCORHYNCHUS AGUABONITA ONCORHYNCHUS GILAE""",0.0%,,0.0%,0%,0%,,,,,,,,
3019210,"LIVE EELS ""ANGUILLA SPP."" OF A LENGTH OF < 12 CM",0.0%,,0.0%,0%,0%,,,,,,,,
3019230,"LIVE EELS ""ANGUILLA SPP."" OF A LENGTH OF => 12 CM BUT < 20 CM",0.0%,,0.0%,0%,0%,,,,,,,,
3019290,"LIVE EELS ""ANGUILLA SPP."" OF A LENGTH OF => 20 CM",0.0%,,0.0%,0%,0%,,,,,,,,
3019300,"LIVE CARP ""CYPRINUS SPP. CARASSIUS SPP. CTENOPHARYNGODON IDELLUS HYPOPHTHALMICHTHYS SPP. CIRRHINUS SPP. MYLOPHARYNGODON PICEUS CATLA CATLA LABEO SPP. OSTEOCHILUS HASSELTI LEPTOBARBUS HOEVENI MEGALOBRAMA SPP.""(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
3019410,"LIVE ATLANTIC BLUEFIN TUNA ""THUNNUS THYNNUS""",0.0%,,0.0%,0%,0%,,,,,,,,
3019490,"LIVE PACIFIC BLUEFIN TUNA ""THUNNUS ORIENTALIS""",0.0%,,0.0%,0%,0%,,,,,,,,
3019500,"LIVE SOUTHERN BLUEFIN TUNAS ""THUNNUS MACCOYII""",0.0%,,0.0%,0%,0%,,,,,,,,
3019911,"LIVE PACIFIC SALMON ""ONCORHYNCHUS NERKA ONCORHYNCHUS GORBUSCHA ONCORHYNCHUS KETA ONCORHYNCHUS TSCHAWYTSCHA ONCORHYNCHUS KISUTCH ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS"" ATLANTIC SALMON ""SALMO SALAR"" AND DANUBE SALMON ""HUCHO HUCHO""",0.0%,,0.0%,0%,0%,,,,,,,,
3019917,"LIVE FRESHWATER FISH (EXCL. ORNAMENTAL FISH TROUT EELS CARP ""CYPRINUS SPP. CARASSIUS SPP. CTENOPHARYNGODON IDELLUS HYPOPHTHALMICHTHYS SPP. CIRRHINUS SPP. MYLOPHARYNGODON PICEUS CATLA CATLA LABEO SPP. OSTEOCHILUS HASSELTI LEPTOBARBUS HOEVENI MEGALOBRAMA SPP."" PACIFIC SALMON ""ONCORHYNCHUS NERKA ONCORHYNCHUS GORBUSCHA ONCORHYNCHUS KETA ONCORHYNCHUS TSCHAWYTSCHA ONCORHYNCHUS KISUTCH ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS"" ATLANTIC SALMON ""SALMO SALAR"" AND DANUBE SALMON ""HUCHO HUCHO"")",0.0%,,0.0%,0%,0%,,,,,,,,
3019985,LIVE SALTWATER FISH (EXCL. ORNAMENTAL FISH TROUT {SALMO TRUTTA ONCORHYNCHUS MYKISS ONCORHYNCHUS CLARKI ONCORHYNCHUS AGUABONITA ONCORHYNCHUS GILAE ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER} EELS {ANGUILLA SPP.} ATLANTIC AND PACIFIC BLUEFIN TUNAS {THUNNUS THYNNUS THUNNUS ORIENTALIS} AND SOUTHERN BLUEFIN TUNAS {THUNNUS MACCOYII}),0.0%,,0.0%,0%,0%,,,,,,,,
3021110,"FRESH OR CHILLED TROUT ""ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER""",0.0%,,0.0%,0%,0%,,,,,,,,
3021120,"FRESH OR CHILLED TROUT OF THE SPECIES ""ONCORHYNCHUS MYKISS"" WITH HEADS ON AND GILLS ON GUTTED WEIGHING > 12 KG EACH OR WITH HEADS OFF GILLED AND GUTTED WEIGHING > 1 KG EACH",0.0%,,0.0%,0%,0%,,,,,,,,
3021180,"FRESH OR CHILLED TROUT ""SALMO TRUTTA ONCORHYNCHUS MYKISS ONCORHYNCHUS CLARKI ONCORHYNCHUS AGUABONITA ONCORHYNCHUS GILAE"" (EXCL. OF THE SPECIES ""ONCORHYNCHUS MYKISS"" WITH HEADS ON AND GILLS ON GUTTED WEIGHING > 12 KG EACH OR WITH HEADS OFF GILLED AND GUTTED WEIGHING > 1 KG EACH)",0.0%,,0.0%,0%,0%,,,,,,,,
3021300,"FRESH OR CHILLED PACIFIC SALMON ""ONCORHYNCHUS NERKA ONCORHYNCHUS GORBUSCHA ONCORHYNCHUS KETA ONCORHYNCHUS TSCHAWYTSCHA ONCORHYNCHUS KISUTCH ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS""",0.0%,,0.0%,0%,0%,,,,,,,,
3021400,"FRESH OR CHILLED ATLANTIC SALMON ""SALMO SALAR"" AND DANUBE SALMON ""HUCHO HUCHO""",0.0%,,0.0%,0%,0%,,,,,,,,
